date,day,personnel,tanks,apv,artillery,mlrs,aaws,aircrafts,helicopters,uav,cruise_missiles,warships,vehicles_fuel_tanks,special_equipment,submarines
2023-02-05,347,131290,3220,6405,2226,460,227,294,284,1958,796,18,5091,203,
2023-02-06,348,132160,3231,6415,2231,461,227,294,284,1958,796,18,5104,203,
2023-02-07,349,133190,3245,6443,2232,461,227,294,284,1958,796,18,5107,208,
2023-02-08,350,134100,3253,6458,2236,461,228,295,285,1961,796,18,5112,211,
2023-02-09,351,135010,3255,6468,2244,463,232,295,285,1967,796,18,5121,211,
2023-02-10,352,135740,3258,6471,2251,463,233,295,286,1970,796,18,5126,211,
2023-02-11,353,136880,3267,6474,2270,463,234,295,286,1997,857,18,5134,214,
2023-02-12,354,137780,3280,6488,2287,465,234,296,286,2007,857,18,5148,215,
2023-02-13,355,138340,3283,6492,2290,465,234,296,286,2007,857,18,5150,217,
2023-02-14,356,139080,3286,6500,2299,466,234,298,286,2011,857,18,5155,218,
2023-02-15,357,139770,3290,6507,2303,466,236,298,286,2011,857,18,5161,219,
2023-02-16,358,140460,3296,6517,2306,466,239,298,287,2012,857,18,5167,219,
2023-02-17,359,141260,3298,6520,2322,467,241,298,287,2013,871,18,5187,221,
2023-02-18,360,142270,3303,6533,2326,469,243,298,287,2016,871,18,5196,223,
2023-02-19,361,142860,3310,6545,2327,469,243,298,287,2016,873,18,5196,224,
2023-02-20,362,143680,3316,6553,2334,471,243,299,287,2018,873,18,5209,225,
2023-02-21,363,144440,3326,6562,2338,471,243,299,287,2023,873,18,5210,226,
2023-02-22,364,145060,3334,6569,2345,471,243,299,287,2026,873,18,5212,226,
2023-02-23,365,145850,3350,6593,2352,471,244,299,287,2029,873,18,5215,228,
2023-02-24,366,146820,3363,6600,2363,474,247,299,287,2033,873,18,5224,229,
2023-02-25,367,147470,3375,6609,2373,475,247,299,288,2035,873,18,5235,230,
2023-02-26,368,148130,3381,6615,2380,475,247,299,288,2037,873,18,5242,230,
2023-02-27,369,148690,3385,6621,2380,475,247,300,288,2048,873,18,5248,230,
2023-02-28,370,149240,3388,6630,2383,478,247,300,288,2051,873,18,5252,230,
2023-03-01,371,149890,3395,6638,2393,479,247,300,288,2055,873,18,5257,230,
2023-03-02,372,150605,3397,6658,2398,480,247,300,288,2058,873,18,5264,230,
2023-03-03,373,151370,3405,6673,2402,484,247,301,289,2061,873,18,5281,230,
2023-03-04,374,152190,3409,6683,2414,487,247,302,289,2066,873,18,5289,230,
2023-03-05,375,153120,3414,6692,2426,488,248,302,289,2071,873,18,5299,232,
2023-03-06,376,153770,3423,6703,2433,488,250,302,289,2086,873,18,5307,234,
2023-03-07,377,154830,3432,6714,2456,488,253,303,289,2095,873,18,5323,236,
2023-03-08,378,155530,3436,6723,2463,488,253,303,289,2098,873,18,5330,236,
2023-03-09,379,156120,3441,6736,2465,488,254,303,289,2098,873,18,5331,237,
2023-03-10,380,156990,3448,6742,2475,491,256,304,289,2107,907,18,5337,240,
2023-03-11,381,158000,3458,6762,2483,493,257,304,289,2108,907,18,5344,242,
2023-03-12,382,159090,3466,6769,2487,493,259,304,289,2108,907,18,5348,242,
2023-03-13,383,159800,3474,6774,2503,493,259,304,289,2109,907,18,5354,251,
2023-03-14,384,160540,3484,6789,2519,495,260,304,289,2120,907,18,5367,256,
2023-03-15,385,161520,3492,6799,2528,502,262,304,289,2132,907,18,5377,257,
2023-03-16,386,162560,3504,6810,2539,503,265,305,289,2145,907,18,5394,257,
2023-03-17,387,163320,3506,6823,2552,504,265,305,290,2145,907,18,5401,258,
2023-03-18,388,164200,3511,6830,2560,506,265,305,290,2159,907,18,5404,259,
2023-03-19,389,164910,3532,6853,2568,507,268,305,290,2159,907,18,5408,262,
2023-03-20,390,165610,3537,6869,2577,507,270,305,290,2160,907,18,5416,265,
2023-03-21,391,166570,3552,6879,2586,507,270,305,290,2167,907,18,5428,266,
2023-03-22,392,167490,3557,6887,2589,509,272,305,290,2183,909,18,5434,270,
2023-03-23,393,168150,3570,6898,2608,511,273,305,290,2203,909,18,5452,273,
2023-03-24,394,169170,3574,6921,2616,511,276,305,290,2208,911,18,5464,277,
2023-03-25,395,169890,3580,6932,2623,520,276,305,291,2214,911,18,5483,279,
2023-03-26,396,170550,3595,6947,2631,522,277,305,291,2216,911,18,5486,282,
2023-03-27,397,171160,3595,6953,2638,523,277,305,291,2216,911,18,5493,285,
2023-03-28,398,171730,3602,6966,2653,525,277,305,291,2235,911,18,5502,287,
2023-03-29,399,172340,3609,6966,2659,526,277,306,291,2239,911,18,5507,288,
2023-03-30,400,172900,3610,6974,2671,526,277,306,291,2239,911,18,5518,291,
2023-03-31,401,173360,3615,6977,2675,526,278,306,291,2248,911,18,5521,294,
2023-04-01,402,173990,3616,6981,2683,527,279,306,291,2248,911,18,5528,296,
2023-04-02,403,174550,3618,6986,2687,527,279,306,291,2249,911,18,5537,296,
2023-04-03,404,175160,3619,6993,2694,527,280,306,291,2262,911,18,5553,298,
2023-04-04,405,175690,3627,6999,2697,528,280,306,291,2277,911,18,5562,298,
2023-04-05,406,176240,3629,7005,2707,532,280,306,291,2283,911,18,5573,299,
2023-04-06,407,176630,3631,7013,2714,532,281,306,292,2287,911,18,5574,302,
2023-04-07,408,177110,3633,7016,2722,533,281,306,292,2291,911,18,5587,304,
2023-04-08,409,177680,3636,7020,2727,533,282,307,292,2298,911,18,5599,304,
2023-04-09,410,178150,3636,7024,2740,533,282,307,292,2312,911,18,5602,309,
2023-04-10,411,178820,3637,7028,2750,534,282,307,292,2323,911,18,5607,311,
2023-04-11,412,179320,3644,7038,2765,535,282,307,293,2332,911,18,5620,316,
2023-04-12,413,180050,3646,7043,2770,535,282,307,293,2334,911,18,5630,319,
2023-04-13,414,180590,3646,7053,2777,535,283,307,293,2339,911,18,5637,320,
2023-04-14,415,181090,3650,7069,2784,535,283,307,293,2339,911,18,5640,321,
2023-04-15,416,181550,3653,7073,2785,535,283,307,293,2339,911,18,5646,324,
2023-04-16,417,182070,3657,7083,2795,538,284,308,293,2339,911,18,5658,326,
2023-04-17,418,182660,3660,7087,2804,538,285,308,293,2347,911,18,5672,328,
2023-04-18,419,183130,3661,7098,2810,538,285,308,293,2353,911,18,5676,330,
2023-04-19,420,183750,3665,7110,2819,538,285,308,293,2376,911,18,5655,330,
2023-04-20,421,184420,3667,7120,2825,539,285,308,293,2386,911,18,5707,332,
2023-04-21,422,185050,3668,7126,2827,539,285,308,293,2394,911,18,5713,334,
2023-04-22,423,185730,3672,7130,2832,539,289,308,293,2398,911,18,5718,337,
2023-04-23,424,186420,3675,7131,2837,539,289,308,294,2402,911,18,5730,399,
2023-04-24,425,187080,3683,7139,2849,539,289,308,294,2413,911,18,5753,339,
2023-04-25,426,187770,3688,7151,2863,539,291,308,294,2437,911,18,5784,345,
2023-04-26,427,188410,3692,7162,2877,539,292,308,294,2440,911,18,5792,352,
2023-04-27,428,188920,3694,7178,2887,542,293,308,294,2461,911,18,5805,352,
2023-04-28,429,189460,3694,7181,2905,543,294,308,294,2467,911,18,5819,353,
2023-04-29,430,190040,3697,7184,2908,543,294,308,294,2471,932,18,5836,355,
2023-04-30,431,190510,3699,7189,2914,544,295,308,294,2475,932,18,5842,357,
2023-05-01,432,190960,3700,7192,2921,544,295,308,294,2476,932,18,5845,359,
2023-05-02,433,191420,3701,7193,2930,544,298,308,294,2477,947,18,5851,360,
2023-05-03,434,191940,3702,7199,2946,544,300,308,294,2505,947,18,5865,363,
2023-05-04,435,192590,3707,7216,2962,547,304,308,294,2523,947,18,5886,370,
2023-05-05,436,193210,3710,7224,2978,550,304,308,294,2540,947,18,5916,373,
2023-05-06,437,193770,3717,7238,2992,552,306,308,294,2554,947,18,5936,375,
2023-05-07,438,194330,3723,7248,3010,554,306,308,294,2572,947,18,5952,380,
2023-05-08,439,194970,3730,7253,3018,554,306,308,294,2614,947,18,5958,384,
2023-05-09,440,195620,3734,7257,3031,554,307,308,294,2618,955,18,5669,388,
2023-05-10,441,196310,3736,7275,3039,555,308,308,294,2624,970,18,5974,389,
2023-05-11,442,196920,3740,7287,3053,557,310,308,294,2627,970,18,5984,391,
2023-05-12,443,197670,3745,7295,3068,559,312,308,294,2636,970,18,5996,393,
2023-05-13,444,198260,3751,7307,3095,561,314,308,294,2665,970,18,6011,402,
2023-05-14,445,198880,3756,7325,3116,562,314,308,294,2696,970,18,6018,404,
2023-05-15,446,199460,3759,7336,3137,562,316,308,294,2720,973,18,6034,407,
2023-05-16,447,199980,3762,7348,3150,562,316,308,294,2732,973,18,6048,410,
2023-05-17,448,200590,3771,7365,3166,562,318,308,294,2748,982,18,6067,417,
2023-05-18,449,201100,3773,7373,3198,563,318,308,294,2759,990,18,6073,418,
2023-05-19,450,201760,3777,7377,3210,564,319,308,294,2769,1011,18,6083,419,
2023-05-20,451,202430,3781,7382,3229,564,325,308,294,2801,1011,18,6103,423,
2023-05-21,452,203160,3783,7398,3258,564,327,308,294,2822,1011,18,6115,425,
2023-05-22,453,203880,3785,7407,3278,565,327,309,294,2830,1011,18,6129,427,
2023-05-23,454,204360,3789,7419,3318,565,327,309,295,2864,1015,18,6139,433,
2023-05-24,455,204760,3792,7424,3339,570,327,309,296,2871,1015,18,6146,440,
2023-05-25,456,205260,3795,7432,3359,570,327,309,296,2907,1015,18,6148,444,
2023-05-26,457,205720,3796,7435,3384,570,328,310,296,2910,1015,18,6161,446,
2023-05-27,458,206200,3794,7442,3406,572,329,310,296,2941,1025,18,6172,449,
2023-05-28,459,206600,3797,7456,3425,574,329,313,298,2993,1056,18,6192,451,
2023-05-29,460,207030,3801,7467,3435,575,331,313,298,3054,1056,18,6207,453,
2023-05-30,461,207440,3802,7469,3445,575,332,313,298,3092,1107,18,6219,454,
2023-05-31,462,207910,3802,7472,3460,575,333,313,298,3124,1107,18,6230,454,
2023-06-01,463,208370,3804,7478,3474,575,333,313,298,3131,1107,18,6239,458,
2023-06-02,464,208910,3819,7490,3501,575,335,313,298,3137,1117,18,6267,465,
2023-06-03,465,209470,3829,7502,3533,582,342,313,298,3165,1132,18,6289,475,
2023-06-04,466,209940,3837,7512,3555,583,344,313,298,3175,1132,18,6305,479,
2023-06-05,467,210350,3848,7523,3567,584,349,313,298,3189,1136,18,6312,484,
2023-06-06,468,211150,3860,7543,3603,590,351,313,299,3212,1171,18,6332,489,
2023-06-07,469,212030,3873,7560,3640,594,352,314,299,3219,1171,18,6349,492,
2023-06-08,470,212760,3891,7576,3668,595,355,314,299,3234,1171,18,6384,500,
2023-06-09,471,213770,3901,7600,3702,599,359,314,299,3247,1171,18,6410,502,
2023-06-10,472,214660,3909,7607,3717,600,362,314,299,3263,1176,18,6428,507,
2023-06-11,473,215640,3926,7631,3736,601,362,314,299,3300,1183,18,6461,509,
2023-06-12,474,216180,3931,7636,3746,601,362,314,299,3307,1183,18,6471,510,
2023-06-13,475,216650,3935,7642,3766,601,363,314,300,3309,1183,18,6473,511,
2023-06-14,476,217330,3943,7653,3783,603,364,314,300,3324,1196,18,6482,516,
2023-06-15,477,217910,3955,7667,3793,604,364,314,301,3333,1199,18,6506,519,
2023-06-16,478,218500,3965,7683,3812,606,364,314,301,3357,1199,18,6519,519,
2023-06-17,479,219170,3977,7706,3834,609,364,314,302,3364,1211,18,6557,520,
2023-06-18,480,219820,3984,7729,3847,610,364,314,304,3371,1211,18,6571,522,
2023-06-19,481,220450,3989,7735,3865,610,370,314,305,3383,1211,18,6613,526,
2023-06-20,482,221460,3997,7750,3888,614,372,314,306,3393,1214,18,6645,531,
2023-06-21,483,222000,4006,7771,3920,615,375,314,306,3428,1214,18,6667,539,
2023-06-22,484,222650,4013,7783,3941,617,376,314,307,3438,1214,18,6678,539,
2023-06-23,485,223330,4014,7798,3985,617,379,314,307,3447,1214,18,6708,545,
2023-06-24,486,223910,4024,7804,4015,619,383,314,308,3460,1228,18,6731,548,
2023-06-25,487,224630,4030,7806,4034,624,385,314,308,3472,1259,18,6735,552,
2023-06-26,488,225580,4031,7820,4055,624,385,314,308,3482,1259,18,6751,557,
2023-06-27,489,226170,4036,7834,4083,626,386,314,308,3492,1261,18,6772,563,
2023-06-28,490,227100,4036,7847,4089,627,387,314,308,3499,1261,18,6774,563,
2023-06-29,491,227780,4038,7857,4116,627,388,315,308,3513,1261,18,6780,569,
2023-06-30,492,228340,4041,7863,4127,630,389,315,308,3519,1261,18,6785,569,
2023-07-01,493,228870,4042,7868,4162,632,389,315,308,3545,1261,18,6794,580,
2023-07-02,494,229660,4052,7888,4188,637,390,315,308,3557,1261,18,6816,583,
2023-07-03,495,230260,4057,7899,4220,641,391,315,309,3573,1264,18,6834,590,
2023-07-04,496,231030,4059,7908,4252,647,394,315,309,3602,1264,18,6843,590,
2023-07-05,497,231700,4062,7917,4288,656,395,315,309,3614,1264,18,6865,598,
2023-07-06,498,232300,4068,7932,4310,657,404,315,309,3635,1264,18,6888,605,
2023-07-07,499,232810,4070,7944,4330,658,408,315,309,3652,1271,18,6898,612,
2023-07-08,500,233440,4074,7953,4346,661,410,315,309,3666,1271,18,6914,619,
2023-07-09,501,234040,4078,7964,4366,668,413,315,309,3685,1271,18,6929,628,
2023-07-10,502,234480,4085,7966,4371,668,414,315,309,3686,1271,18,6937,632,
2023-07-11,503,235020,4089,7983,4385,672,414,315,310,3693,1271,18,6966,640,
2023-07-12,504,235530,4090,7990,4402,674,415,315,310,3726,1271,18,6978,647,
2023-07-13,505,236040,4092,7999,4425,678,421,315,310,3752,1271,18,6995,652,
2023-07-14,506,236590,4097,8008,4449,680,423,315,310,3783,1273,18,7019,662,
2023-07-15,507,237180,4102,8019,4463,680,425,315,310,3807,1273,18,7036,664,
2023-07-16,508,237680,4107,8026,4481,681,425,315,310,3820,1273,18,7044,666,
2023-07-17,509,238300,4115,8034,4504,685,428,315,310,3828,1273,18,7059,677,
2023-07-18,510,239010,4119,8051,4542,689,428,315,310,3839,1273,18,7086,677,
2023-07-19,511,239480,4123,8059,4573,689,430,315,310,3885,1279,18,7105,683,
2023-07-20,512,240010,4129,8065,4592,692,433,315,310,3918,1293,18,7134,685,
2023-07-21,513,240690,4133,8080,4610,692,440,315,310,3933,1298,18,7145,686,
2023-07-22,514,241330,4140,8096,4629,693,448,315,310,3944,1298,18,7159,691,
2023-07-23,515,241960,4151,8105,4658,697,451,315,310,3958,1298,18,7172,696,
2023-07-24,516,242620,4162,8118,4675,697,452,315,310,3963,1307,18,7182,698,
2023-07-25,517,243220,4174,8131,4705,698,454,315,310,3977,1307,18,7194,703,
2023-07-26,518,243680,4177,8136,4727,698,457,315,311,3993,1307,18,7211,708,
2023-07-27,519,244270,4186,8147,4745,698,457,315,311,3996,1347,18,7229,708,
2023-07-28,520,244830,4190,8161,4775,698,458,315,311,4007,1347,18,7240,709,
2023-07-29,521,245220,4191,8167,4786,698,458,315,311,4007,1347,18,7247,710,
2023-07-30,522,245700,4205,8178,4795,698,459,315,311,4011,1347,18,7275,711,
2023-07-31,523,246190,4211,8188,4816,699,460,315,311,4017,1347,18,7292,715,
2023-08-01,524,246690,4216,8205,4839,699,462,315,311,4027,1347,18,7324,718,
2023-08-02,525,247230,4217,8213,4866,700,463,315,311,4042,1347,18,7349,718,
2023-08-03,526,247850,4224,8234,4892,704,465,315,311,4077,1347,18,7372,721,
2023-08-04,527,248490,4228,8249,4911,704,466,315,311,4104,1347,18,7392,724,
2023-08-05,528,249110,4232,8251,4943,704,466,315,311,4116,1347,18,7422,730,
2023-08-06,529,249700,4237,8262,4965,705,466,315,311,4126,1359,18,7441,734,
2023-08-07,530,250240,4244,8270,4977,709,467,315,311,4154,1377,18,7451,735,
2023-08-08,531,250800,4254,8278,4996,709,468,315,312,4158,1377,18,7460,737,
2023-08-09,532,251620,4262,8290,5013,711,469,315,312,4175,1377,18,7479,742,
2023-08-10,533,252200,4278,8303,5028,711,469,315,313,4179,1377,18,7495,746,
2023-08-11,534,252780,4290,8318,5043,713,471,315,313,4197,1377,18,7511,756,
2023-08-12,535,253290,4295,8324,5053,713,472,315,313,4201,1378,18,7523,759,
2023-08-13,536,253850,4298,8335,5072,713,477,315,313,4204,1379,18,7543,760,
2023-08-14,537,254380,4306,8354,5099,714,479,315,313,4213,1379,18,7562,766,
2023-08-15,538,254920,4313,8370,5128,714,482,315,314,4242,1387,18,7584,769,
2023-08-16,539,255570,4324,8380,5152,714,485,315,314,4248,1404,18,7614,773,
2023-08-17,540,256050,4329,8398,5169,714,486,315,314,4272,1406,18,7641,773,
2023-08-18,541,256510,4332,8410,5193,714,486,315,316,4276,1406,18,7658,783,
2023-08-19,542,257010,4340,8424,5212,714,486,315,316,4282,1406,18,7665,783,
2023-08-20,543,257470,4346,8435,5245,717,489,315,316,4304,1406,18,7680,790,
2023-08-21,544,257930,4358,8449,5264,719,489,315,316,4309,1406,18,7692,794,
2023-08-22,545,258340,4362,8476,5295,721,491,315,316,4312,1406,18,7722,797,
2023-08-23,546,258820,4373,8488,5318,722,491,315,316,4324,1406,18,7745,800,
2023-08-24,547,259160,4375,8511,5333,723,494,315,316,4344,1406,18,7773,801,
2023-08-25,548,259630,4378,8521,5361,724,495,315,316,4356,1409,18,7790,802,
2023-08-26,549,260270,4390,8539,5379,726,497,315,316,4367,1411,18,7823,804,
2023-08-27,550,260820,4396,8554,5403,728,498,315,316,4378,1411,18,7854,808,
2023-08-28,551,261310,4400,8562,5425,730,499,315,316,4383,1415,18,7866,809,
2023-08-29,552,261840,4414,8579,5450,733,500,315,316,4387,1419,18,7409,820,
2023-08-30,553,262410,4423,8596,5476,733,500,315,316,4395,1419,18,7953,825,
2023-08-31,554,263020,4436,8604,5507,734,500,315,316,4417,1445,18,7976,830,
2023-09-01,555,263490,4459,8613,5530,735,500,315,316,4421,1445,18,8009,831,
2023-09-02,556,264060,4471,8637,5560,736,501,315,316,4433,1447,18,8043,835,
2023-09-03,557,264660,4476,8649,5582,739,502,315,316,4444,1447,18,8102,841,
2023-09-04,558,265120,4480,8663,5611,741,503,315,316,4481,1447,19,8149,847,
2023-09-05,559,265680,4489,8670,5649,747,504,315,316,4512,1447,19,8175,851,
2023-09-06,560,266290,4497,8682,5685,748,505,315,316,4519,1447,19,8190,852,
2023-09-07,561,266900,4506,8703,5722,753,506,315,316,4541,1455,19,8217,859,
2023-09-08,562,267540,4529,8726,5753,754,507,315,316,4570,1455,19,8264,860,
2023-09-09,563,268140,4544,8739,5789,757,508,315,316,4588,1455,19,8298,870,
2023-09-10,564,268630,4554,8755,5811,760,509,315,316,4593,1455,19,8338,872,
2023-09-11,565,269210,4560,8767,5839,760,512,315,316,4628,1455,19,8370,877,
2023-09-12,566,269760,4568,8778,5872,764,515,315,316,4645,1455,19,8413,881,
2023-09-13,567,270350,4584,8792,5902,766,517,315,316,4650,1455,19,8444,884,
2023-09-14,568,270970,4599,8810,5944,769,517,315,316,4697,1455,20,8458,889,1
2023-09-15,569,271440,4612,8814,5972,774,521,315,316,4714,1455,20,8492,889,1
2023-09-16,570,271790,4616,8824,5988,774,521,315,316,4738,1455,20,8525,891,1
2023-09-17,571,272320,4620,8828,6003,776,523,315,316,4742,1455,20,8537,896,1
2023-09-18,572,272940,4623,8834,6027,776,525,315,316,4769,1462,20,8571,901,1
2023-09-19,573,273460,4628,8851,6062,778,526,315,316,4784,1479,20,8601,903,1
2023-09-20,574,273980,4635,8868,6096,779,526,315,316,4821,1479,20,8633,906,1
2023-09-21,575,274470,4638,8883,6137,781,528,315,316,4850,1479,20,8670,911,1
2023-09-22,576,274950,4644,8891,6177,785,528,315,316,4858,1517,20,8690,912,1
2023-09-23,577,275460,4655,8912,6210,789,530,315,316,4867,1518,20,8716,912,1
2023-09-24,578,275850,4662,8914,6233,789,531,315,316,4888,1518,20,8734,914,1
2023-09-25,579,276270,4667,8927,6260,791,533,315,316,4895,1518,20,8746,918,1
2023-09-26,580,276670,4672,8946,6299,792,533,315,316,4924,1529,20,8763,925,1
2023-09-27,581,276990,4675,8950,6337,792,534,315,316,4948,1529,20,8792,927,1
2023-09-28,582,277320,4679,8962,6375,793,535,315,316,4957,1529,20,8815,929,1
2023-09-29,583,277660,4687,8972,6409,794,536,315,316,4991,1529,20,8836,930,1
2023-09-30,584,278130,4691,8984,6447,796,537,315,316,5006,1529,20,8854,932,1
2023-10-01,585,278570,4702,8991,6477,798,537,316,316,5043,1529,20,8883,933,1
2023-10-02,586,279080,4717,9000,6525,801,540,316,316,5061,1529,20,8909,938,1
2023-10-03,587,279440,4732,9008,6565,801,540,315,316,5080,1529,20,8932,943,1
2023-10-04,588,279890,4745,9026,6612,802,540,315,316,5121,1530,20,8962,943,1
2023-10-05,589,280470,4757,9052,6643,804,540,315,316,5129,1530,20,8980,948,1
2023-10-06,590,281090,4777,9082,6666,806,540,315,316,5158,1530,20,9015,951,1
2023-10-07,591,281700,4800,9102,6688,808,541,315,316,5185,1530,20,9073,956,1
2023-10-08,592,282280,4821,9123,6705,808,542,315,316,5190,1530,20,9111,959,1
2023-10-09,593,282630,4823,9126,6706,808,543,315,316,5190,1530,20,9113,959,1
2023-10-10,594,283080,4829,9129,6713,808,544,315,316,5207,1530,20,9125,961,1
2023-10-11,595,283900,4863,9220,6731,809,545,316,316,5226,1530,20,9145,965,1
2023-10-12,596,284890,4905,9264,6763,811,545,316,316,5247,1531,20,9170,966,1
2023-10-13,597,285920,4931,9313,6807,811,546,316,316,5264,1531,20,9203,967,1
2023-10-14,598,286890,4940,9337,6833,811,547,316,316,5265,1531,20,9225,971,1
2023-10-15,599,287770,4948,9362,6866,813,547,317,316,5269,1531,20,9249,976,1
2023-10-16,600,288630,4965,9385,6910,814,547,318,317,5280,1531,20,9271,981,1
2023-10-17,601,289430,4979,9405,6936,814,547,318,317,5291,1533,20,9293,982,1
2023-10-18,602,290050,4981,9420,6944,814,547,319,323,5301,1534,20,9303,982,1
2023-10-19,603,290680,4992,9437,6983,818,548,320,324,5318,1534,20,9337,985,1
2023-10-20,604,292060,5047,9557,7012,822,548,320,324,5326,1535,20,9370,985,1
2023-10-21,605,292850,5063,9612,7017,822,548,320,324,5330,1535,20,9391,990,1
2023-10-22,606,293830,5081,9631,7032,825,549,320,324,5339,1535,20,9404,991,1
2023-10-23,607,294700,5093,9653,7057,825,551,320,324,5345,1536,20,9419,998,1
2023-10-24,608,295510,5105,9669,7081,828,552,320,324,5363,1537,20,9447,1006,1
2023-10-25,609,296310,5112,9697,7125,833,554,320,324,5372,1538,20,9474,1007,1
2023-10-26,610,297120,5141,9715,7155,834,556,320,324,5389,1538,20,9507,1010,1
2023-10-27,611,297680,5145,9726,7162,834,556,320,324,5390,1538,20,9513,1011,1
2023-10-28,612,298420,5167,9749,7180,834,558,320,324,5399,1541,20,9524,1011,1
2023-10-29,613,299080,5175,9758,7188,834,558,320,324,5399,1544,20,9532,1012,1
2023-10-30,614,299940,5190,9775,7202,834,559,321,324,5419,1544,20,9555,1014,1
2023-10-31,615,300810,5211,9804,7227,844,562,321,324,5440,1546,20,9590,1016,1
2023-11-01,616,301490,5223,9834,7250,846,563,321,324,5468,1547,20,9624,1019,1
2023-11-02,617,302420,5241,9877,7292,850,566,322,324,5488,1549,20,9658,1032,1
2023-11-03,618,303270,5265,9901,7328,854,566,322,324,5495,1551,20,9691,1034,1
2023-11-04,619,304100,5276,9939,7363,861,568,322,324,5534,1551,20,9716,1038,1
2023-11-05,620,305090,5284,9953,7375,867,570,322,324,5534,1554,20,9730,1047,1
2023-11-06,621,305970,5288,9958,7389,867,570,322,324,5554,1556,20,9744,1047,1
2023-11-07,622,306860,5293,9974,7410,869,570,322,324,5557,1556,20,9767,1049,1
2023-11-08,623,307640,5301,9996,7439,872,572,322,324,5567,1556,20,9814,1054,1
2023-11-09,624,308720,5316,10014,7475,875,577,322,324,5593,1557,20,9853,1059,1
2023-11-10,625,309520,5317,10017,7489,877,578,322,324,5595,1558,20,9876,1060,1
2023-11-11,626,310650,5342,10041,7527,879,579,322,324,5620,1559,22,9925,1069,1
2023-11-12,627,311750,5349,10073,7559,881,580,322,324,5632,1560,22,9944,1078,1
2023-11-13,628,312550,5354,10079,7569,881,580,322,324,5634,1561,22,9949,1079,1
2023-11-14,629,313470,5362,10086,7589,882,580,322,324,5649,1561,22,9973,1081,1
2023-11-15,630,314290,5377,10104,7647,884,582,323,324,5675,1562,22,10020,1083,1
2023-11-16,631,315620,5388,10121,7683,892,585,323,324,5689,1563,22,10060,1084,1
2023-11-17,632,316760,5415,10132,7712,895,585,323,324,5709,1563,22,10077,1086,1
2023-11-18,633,317380,5422,10141,7726,896,586,323,324,5726,1563,22,10091,1090,1
2023-11-19,634,318570,5435,10166,7744,898,588,323,324,5755,1563,22,10120,1096,1
2023-11-20,635,319210,5439,10168,7748,899,588,323,324,5764,1563,22,10127,1097,1
2023-11-21,636,319820,5439,10174,7752,899,588,323,324,5771,1564,22,10134,1098,1
2023-11-22,637,320670,5446,10188,7769,899,589,323,324,5784,1564,22,10159,1105,1
2023-11-23,638,321800,5466,10224,7802,902,591,323,324,5799,1564,22,10198,1107,1
2023-11-24,639,322900,5496,10256,7833,904,595,323,324,5800,1564,22,10230,1108,1
2023-11-25,640,323760,5502,10263,7851,905,596,323,324,5808,1565,22,10259,1112,1
2023-11-26,641,324830,5513,10279,7874,907,597,323,324,5901,1565,22,10288,1113,1
2023-11-27,642,325580,5520,10282,7875,907,597,323,324,5905,1565,22,10299,1113,1
2023-11-28,643,326440,5523,10285,7876,907,597,323,324,5905,1565,22,10302,1113,1
2023-11-29,644,327580,5538,10312,7908,910,600,323,324,5944,1567,22,10348,1121,1
2023-11-30,645,328760,5551,10340,7909,910,600,323,324,5954,1567,22,10361,1124,1
2023-12-01,646,330040,5564,10372,7931,912,602,323,324,5976,1567,22,10399,1137,1
2023-12-02,647,331110,5571,10385,7941,913,602,323,324,5994,1568,22,10410,1138,1
2023-12-03,648,332040,5575,10396,7949,913,602,323,324,5995,1569,22,10432,1140,1
2023-12-04,649,332810,5580,10401,7961,913,602,323,324,6017,1569,22,10451,1141,1
2023-12-05,650,333840,5587,10416,7987,913,605,323,324,6032,1570,22,10483,1148,1
2023-12-06,651,335110,5600,10456,8024,919,605,324,324,6083,1570,22,10532,1153,1
2023-12-07,652,336330,5618,10482,8045,919,605,324,324,6116,1571,22,10561,1156,1
2023-12-08,653,337220,5626,10508,8057,919,605,324,324,6136,1571,22,10591,1159,1
2023-12-09,654,338120,5632,10519,8058,919,605,324,324,6136,1585,22,10598,1159,1
2023-12-10,655,338820,5636,10529,8064,919,605,324,324,6136,1586,22,10623,1162,1
2023-12-11,656,339850,5655,10560,8070,919,605,324,324,6154,1586,22,10636,1168,1
2023-12-12,657,340650,5664,10579,8073,919,605,324,324,6163,1596,22,10650,1170,1
2023-12-13,658,341500,5682,10594,8076,919,605,324,324,6173,1596,22,10662,1176,1
2023-12-14,659,342800,5692,10616,8088,920,605,324,324,6206,1606,22,10675,1185,1
2023-12-15,660,343890,5706,10654,8099,920,605,324,324,6226,1608,22,10699,1189,1
2023-12-16,661,344820,5720,10667,8100,920,605,324,324,6238,1609,22,10710,1190,1
2023-12-17,662,346070,5739,10692,8137,932,609,324,324,6278,1610,22,10766,1194,1
2023-12-18,663,347160,5783,10752,8175,926,610,324,324,6290,1610,22,10822,1198,1
2023-12-19,664,348300,5798,10771,8190,926,611,324,324,6299,1611,22,10842,1200,1
2023-12-20,665,349190,5814,10794,8206,928,611,324,324,6316,1612,22,10871,1203,1
2023-12-21,666,350270,5828,10825,8226,932,611,324,324,6342,1613,22,10919,1208,1
2023-12-22,667,351350,5837,10843,8250,932,611,324,324,6365,1613,22,10944,1217,1
2023-12-23,668,352390,5854,10871,8286,932,611,327,324,6384,1613,22,10995,1223,1
